1810
1640
1750
1760
1790
1960
1770
2000
1880
1790
1950
1990
2300
2130
2840
2030
2140
2330
2310
2930
2980
800
830
820
840
850
920
880
3700
3060
3720
3800
3600
5200
4840
4770
4270
4920
4860
5090
6090
6970
5400
4240
5200
4990
4890
8340
9280
1320
1140
1300
1210
1300
1450
1460
