id,2011,2016
001,0.0341,0.033312
002,0.032788,0.032954
003,0.010138,0.01036
004,0.010488,0.010529
005,0.00955,0.009456
006,0.021723,0.022
007,0.021343,0.022156
008,0.010583,0.010948
009,0.014943,0.015535
010,0.011197,0.011051
011,0.01881,0.018588
012,0.010436,0.010554
013,0.010927,0.011848
014,0.038084,0.043965
015,0.00917,0.009271
016,0.024691,0.025051
017,0.026541,0.033964
018,0.0109,0.011463
019,0.009632,0.010084
020,0.011904,0.012054
021,0.012525,0.012416
022,0.015853,0.015545
023,0.00871,0.010722
024,0.022057,0.021737
025,0.03139,0.030491
026,0.034659,0.035052
027,0.027713,0.027593
028,0.009951,0.009941
029,0.010197,0.010111
030,0.017787,0.017757
031,0.014687,0.014804
032,0.022086,0.022372
033,0.014612,0.016472
034,0.015434,0.015873
035,0.025446,0.026274
036,0.023052,0.023831
037,0.015004,0.016936
038,0.014642,0.016164
039,0.023185,0.023236
040,0.017958,0.017812
041,0.008713,0.009266
042,0.026918,0.027695
043,0.017182,0.01751
044,0.022168,0.021933
045,0.034617,0.034805
046,0.016144,0.015818
047,0.026739,0.027051
048,0.017656,0.016934
049,0.01353,0.013154
050,0.016423,0.016097
051,0.045041,0.050434
052,0.017671,0.021396
053,0.011333,0.015723
054,0.018316,0.018675
055,0.019225,0.021108
056,0.017011,0.016828
057,0.011563,0.011499
058,0.009118,0.009233
059,0.016712,0.01718
060,0.007826,0.007865
061,0.015594,0.015683
062,0.020839,0.021381
063,0.02113,0.021567
064,0.011703,0.012541
065,0.014083,0.014417
066,0.009444,0.009666
067,0.007653,0.007804
068,0.012191,0.011916
069,0.007763,0.007727
070,0.025642,0.027876
071,0.012053,0.011669
072,0.010007,0.010803
073,0.016306,0.020506
074,0.017832,0.018615
075,0.028349,0.03134
076,0.019348,0.025797
077,0.043361,0.065913
078,0.018495,0.017945
079,0.007782,0.007607
080,0.013746,0.013826
081,0.016802,0.016556
082,0.021274,0.03118
083,0.011449,0.011785
084,0.01205,0.015559
085,0.021251,0.021849
086,0.01505,0.014974
087,0.02174,0.023925
088,0.021292,0.022162
089,0.009632,0.01007
090,0.014027,0.014366
091,0.01201,0.011098
092,0.013743,0.014133
093,0.034631,0.036625
094,0.013986,0.014349
095,0.029177,0.030526
096,0.010487,0.010968
097,0.011652,0.012528
098,0.020631,0.020923
099,0.015982,0.016775
100,0.010578,0.011817
101,0.010926,0.010732
102,0.012474,0.012806
103,0.01507,0.015179
104,0.028593,0.029658
105,0.014541,0.014607
106,0.014108,0.014365
107,0.021073,0.02121
108,0.014302,0.014257
109,0.009851,0.009955
110,0.010638,0.011058
111,0.022267,0.022246
112,0.006488,0.006577
113,0.01817,0.017992
114,0.007921,0.007985
115,0.013145,0.013593
116,0.025017,0.024623
117,0.044919,0.043993
118,0.027398,0.027446
119,0.027018,0.027917
120,0.02477,0.026984
121,0.013497,0.013845
122,0.021856,0.022291
123,0.015703,0.015935
124,0.017058,0.017123
125,0.013091,0.013641
126,0.024363,0.025003
127,0.027876,0.02996
128,0.021988,0.023757
129,0.030279,0.029113
130,0.027167,0.026572
131,0.045912,0.046496
132,0.045086,0.043794
133,0.013093,0.013362
134,0.013097,0.012494
135,0.017587,0.017455
136,0.026547,0.027392
137,0.05335,0.053485
138,0.022829,0.022776
139,0.016609,0.016724
140,0.009816,0.009917
